0,18,0.0742,0.02
18,30,0.1484,0.04
30,40,0.1484,0.04
40,50,0.1484,0.04
50,65,0.1484,0.04
65,75,0.1484,0.02
75,85,0.1484,0.02
85,255,0.1484,0.04
